ingredient_code,ingredient_name_eng,dur_categories,elderly_caution_detail,ingredient_name_kor,category,common_dose
134103ATB,ciprofloxacin hydrochloride (as ciprofloxacin),병용금기|연령금기,,,,
134105ATB,ciprofloxacin hydrochloride (as ciprofloxacin),병용금기|연령금기,,,,
134901ATB,clarithromycin,병용금기|임산부금기,,,,
134902BIJ,clarithromycin,병용금기|임산부금기,,,,
134904ATB,clarithromycin,병용금기|임산부금기,,,,
134904ATR,clarithromycin,병용금기|임산부금기,,,,
134935ASY,clarithromycin,병용금기|임산부금기,,,,
134937ASY,clarithromycin,병용금기|임산부금기,,,,
135201ATB,clemastine fumarate (as clemastine),노인주의|연령금기,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
135701ATB,clobazam,노인주의|임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
135702ATB,clobazam,노인주의|임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
136301ACH,clomipramine hydrochloride,노인주의|병용금기,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,,
136302ACH,clomipramine hydrochloride,노인주의|병용금기,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,,
136401ATB,clonazepam,노인주의|임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
136601ATB,clonixin lysinate,병용금기|임산부금기,,,,
136603ATB,clonixin lysinate,병용금기|임산부금기,,,,
137501ATB,clozapine,노인주의|임산부금기,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.,,,
137502ATB,clozapine,노인주의|임산부금기,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.,,,
137504ATB,clozapine,노인주의|임산부금기,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.,,,
137801ATB,colchicine,병용금기|임산부금기,,,,
138701ATB,cyclobenzaprine hydrochloride,병용금기|연령금기,,,,
138702ACR,cyclobenzaprine hydrochloride,병용금기|연령금기,,,,
209901ACH,d-penicillamine,병용금기|임산부금기,,,,
209902ACH,d-penicillamine,병용금기|임산부금기,,,,
140101BIJ,dactinomycin,연령금기|임산부금기,,,,
498702ATB,darunavir ethanolate (as darunavir),병용금기|연령금기,,,,
498703ATB,darunavir ethanolate (as darunavir),병용금기|연령금기,,,,
650501BIJ,defibrotide,병용금기|임산부금기,,,,
624401BIJ,degarelix,병용금기|임산부금기,,,,
624402BIJ,degarelix,병용금기|임산부금기,,,,
687701ATR,desvenlafaxine,병용금기|연령금기,,,,
687702ATR,desvenlafaxine,병용금기|연령금기,,,,
687703ATR,desvenlafaxine,병용금기|연령금기,,,,
687601ATR,desvenlafaxine benzoate (as desvenlafaxine),병용금기|연령금기,,,,
687602ATR,desvenlafaxine benzoate (as desvenlafaxine),병용금기|연령금기,,,,
626401ATR,desvenlafaxine succinate monohydrate (as desvenlafaxine),병용금기|연령금기,,,,
626402ATR,desvenlafaxine succinate monohydrate (as desvenlafaxine),병용금기|연령금기,,,,
142301ACS,dexibuprofen,병용금기|임산부금기,,,,
142301ATB,dexibuprofen,병용금기|임산부금기,,,,
142301ATR,dexibuprofen,병용금기|임산부금기,,,,
142302ATB,dexibuprofen,병용금기|임산부금기,,,,
142303ATB,dexibuprofen,병용금기|임산부금기,,,,
142336ASY,dexibuprofen,병용금기|임산부금기,,,,
142337ASY,dexibuprofen,병용금기|임산부금기,,,,
454330BIJ,dexketoprofen trometamol (as dexketoprofen),병용금기|연령금기,,,,
621901ACR,dexlansoprazole,병용금기|임산부금기,,,,
621902ACR,dexlansoprazole,병용금기|임산부금기,,,,
142930BIJ,diazepam,노인주의|연령금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
143534BIJ,diclofenac sodium,병용금기|연령금기,,,,
143535BIJ,diclofenac sodium,병용금기|연령금기,,,,
143630BIJ,diclofenac-β-dimethyl-aminoethanol,병용금기|연령금기,,,,
143631BIJ,diclofenac-β-dimethyl-aminoethanol,병용금기|연령금기,,,,
143701ACH,dicyclomine hydrochloride,노인주의|연령금기,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉽고, 효과가 불확실하므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
143701ATB,dicyclomine hydrochloride,노인주의|연령금기,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉽고, 효과가 불확실하므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
148402ATB,domperidone,병용금기|임산부금기,,,,
148430ALQ,domperidone,병용금기|임산부금기,,,,
148432ASS,domperidone,병용금기|임산부금기,,,,
149102ATB,doxazosin mesylate (as doxazocin),연령금기|임산부금기,,,,
149302ACH,doxifluridine,병용금기|임산부금기,,,,
149701ACH,doxycycline hyclate hydrate,병용금기|연령금기,,,,
149701ATB,doxycycline hyclate hydrate,병용금기|연령금기,,,,
149702ACH,doxycycline hyclate hydrate (as doxycycline),병용금기|연령금기,,,,
149501ACH,doxycycline hydrate,병용금기|연령금기,,,,
149501ATB,doxycycline hydrate,병용금기|연령금기,,,,
149502ATB,doxycycline hydrate,병용금기|연령금기,,,,
149801ATB,doxylamine succinate,노인주의|연령금기,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
597401ATB,dronedarone,병용금기|임산부금기,,,,
495501ACE,duloxetine hydrochloride (as duloxetine),병용금기|연령금기,,,,
495501ATE,duloxetine hydrochloride (as duloxetine),병용금기|연령금기,,,,
495502ACE,duloxetine hydrochloride (as duloxetine),병용금기|연령금기,,,,
495502ATE,duloxetine hydrochloride (as duloxetine),병용금기|연령금기,,,,
458801ACS,dutasteride,연령금기|임산부금기,,,,
458801ATB,dutasteride,연령금기|임산부금기,,,,
150601ATB,ebastine,병용금기|임산부금기,,,,
627401ACS,enzalutamide,병용금기|임산부금기,,,,
509902ACH,esomeprazole,병용금기|임산부금기,,,,
459401BIJ,esomeprazole sodium (as esomeprazole),병용금기|임산부금기,,,,
156201ATB,ethyl loflazepate,노인주의|임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
156202ATB,ethyl loflazepate,노인주의|임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
156602ACH,etodolac,병용금기|임산부금기,,,,
156602ATB,etodolac,병용금기|임산부금기,,,,
156603ATB,etodolac,병용금기|임산부금기,,,,
156603ATR,etodolac,병용금기|임산부금기,,,,
156604ATR,etodolac,병용금기|임산부금기,,,,
636901ATB,etoricoxib,병용금기|임산부금기,,,,
567401ATB,febuxostat,병용금기|임산부금기,,,,
567403ATB,febuxostat,병용금기|임산부금기,,,,
157501ATR,felodipine,병용금기|임산부금기,,,,
157503ATR,felodipine,병용금기|임산부금기,,,,
630901CSI,fentanyl citrate (as fentanyl),연령금기|임산부금기,,,,
630904CSI,fentanyl citrate (as fentanyl),연령금기|임산부금기,,,,
630907CSI,fentanyl citrate (as fentanyl),연령금기|임산부금기,,,,
503801ATR,fesoterodine fumarate,노인주의|임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
503802ATR,fesoterodine fumarate,노인주의|임산부금기,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
159903ACH,fluconazole,병용금기|임산부금기,,,,
159903ATB,fluconazole,병용금기|임산부금기,,,,
159905ACH,fluconazole,병용금기|임산부금기,,,,
159905ATB,fluconazole,병용금기|임산부금기,,,,
160601ATB,flunitrazepam,노인주의|임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
161801ATB,flurazepam hydrochloride,노인주의|연령금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
161906ATO,flurbiprofen,병용금기|임산부금기,,,,
162403ATR,fluvastatin,병용금기|임산부금기,,,,
163801ATB,furosemide,병용금기|임산부금기,,,,
165001ACH,gemfibrozil,병용금기|임산부금기,,,,
442901ATB,gemifloxacin mesylate (as gemifloxacin),병용금기|연령금기,,,,
442902BIJ,gemifloxacin mesylate (as gemifloxacin),병용금기|연령금기,,,,
165402ATB,glibenclamide,병용금기|임산부금기,,,,
167930BIJ,haloperidol,노인주의|병용금기,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,,
168030BIJ,haloperidol decanoate (as haloperidol),노인주의|병용금기,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,,
171704ATB,hydroxychloroquine sulfate,병용금기|임산부금기,,,,
171705ATB,hydroxychloroquine sulfate,병용금기|임산부금기,,,,
172101ATB,hydroxyzine hydrochloride,노인주의|병용금기,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
172130ASY,hydroxyzine hydrochloride,노인주의|병용금기,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
172802ACS,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172802ATB,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172806ACS,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172806ATB,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172807ATR,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172830BIJ,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172840ASY,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172841ASY,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172842BIJ,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172844BIJ,ibuprofen,병용금기|임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
